instance,config,seed,status,time_kernel,total_time,iterations,buckets,last_bucket,first_bucket,value,reopt_value,real_gap,proj_gap,num_frac
r-stop-dp-C100_3_v2_d0.25_b1,config1,1,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,350,0,-1,-1,0.000000,0.000000,13.436347,13.436347,113
r-stop-dp-C100_3_v2_d0.25_b1,config1,2,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,326,0,-1,-1,0.000000,0.000000,14.752509,14.752509,127
r-stop-dp-C100_3_v2_d0.25_b1,config1,3,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,343,0,-1,-1,0.000000,0.000000,13.100029,13.100029,99
r-stop-dp-C100_3_v2_d0.25_b1,config3,1,FOUND INTEGER FEASIBLE,0.000000,143.403770,6,0,-1,-1,0.000000,0.000000,0.000000,0.000000,0
r-stop-dp-C100_3_v2_d0.25_b1,config3,2,FOUND INTEGER FEASIBLE,0.000000,11.112840,7,0,-1,-1,0.000000,0.000000,0.000000,0.000000,0
r-stop-dp-C100_3_v2_d0.25_b1,config3,3,FOUND INTEGER FEASIBLE,0.000000,9.675839,5,0,-1,-1,0.000000,0.000000,0.000000,0.000000,0
r-stop-dp-C100_3_v2_d0.25_b1,config20,1,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,551,0,-1,-1,0.000000,0.000000,12.448758,12.448758,82
r-stop-dp-C100_3_v2_d0.25_b1,config20,2,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,538,0,-1,-1,0.000000,0.000000,11.866793,11.905062,98
r-stop-dp-C100_3_v2_d0.25_b1,config20,3,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,486,0,-1,-1,0.000000,0.000000,14.657971,14.677718,98
r-stop-dp-C100_3_v2_d0.25_b1,config16,1,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,42.902527,3600,309,13,13,0,0.000000,0.000000,2.004281,2.004281,13
