, , config1 , , , , , , , , , , config3 , , , , , , , , , , config16 , , , , , , , , , , config17 , , , , , , , , , , config18 , , , , , , , , , , config19 , , , , , , , , , 
instance , , success , iter , visited buckets (%), first feasible bucket (%) , actual int gap (%) , proj int gap (%), num frac (%), obj gap (%), time (s) , , success , iter , visited buckets (%), first feasible bucket (%) , actual int gap (%) , proj int gap (%), num frac (%), obj gap (%), time (s) , , success , iter , visited buckets (%), first feasible bucket (%) , actual int gap (%) , proj int gap (%), num frac (%), obj gap (%), time (s) , , success , iter , visited buckets (%), first feasible bucket (%) , actual int gap (%) , proj int gap (%), num frac (%), obj gap (%), time (s) , , success , iter , visited buckets (%), first feasible bucket (%) , actual int gap (%) , proj int gap (%), num frac (%), obj gap (%), time (s) , , success , iter , visited buckets (%), first feasible bucket (%) , actual int gap (%) , proj int gap (%), num frac (%), obj gap (%), time (s) 
r-stop-dp-R100_4_v2_d0.25_b1 , , 0.000000 , 225.000000 , 100.000000 , 100.000000 , 0.069653 , 0.069653 , 1.320132 , -1.000000 , 3600.089276 , , 1.000000 , 6.333333 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 113.833070 , , 0.000000 , 382.666667 , 100.000000 , 15.384615 , 0.031653 , 0.031653 , 0.526092 , -1.000000 , 3601.793344 , , 1.000000 , 0.000000 , 8.333333 , 8.333333 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 5.197550 , , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 5.194466 , , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 4.556138
r-stop-dp-R100_4_v2_d0.25_b5 , , 0.000000 , 18.000000 , 100.000000 , 100.000000 , 0.089675 , 0.089675 , 1.673039 , -1.000000 , 3600.318619 , , 0.333333 , 2.333333 , 100.000000 , 100.000000 , 0.003751 , 0.003751 , 0.026141 , 0.000000 , 3500.427959 , , 0.000000 , 54.333333 , 97.435897 , 15.384615 , 0.086401 , 0.086401 , 1.369147 , -1.000000 , 3679.058006 , , 1.000000 , 0.000000 , 11.111111 , 11.111111 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 21.513289 , , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 18.533368 , , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 16.137076
r-stop-dp-R100_4_v4_d0.25_b1 , , 0.000000 , 242.666667 , 100.000000 , 100.000000 , 0.058841 , 0.058841 , 0.947620 , -1.000000 , 3600.090120 , , 1.000000 , 6.333333 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 119.543883 , , 1.000000 , 215.000000 , 43.589744 , 7.692308 , 0.000000 , 0.000000 , 0.000000 , 100.000000 , 826.574173 , , 1.000000 , 0.000000 , 8.333333 , 8.333333 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 5.236886 , , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 5.290648 , , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 4.471124
r-stop-dp-R100_4_v4_d0.25_b5 , , 0.000000 , 22.666667 , 100.000000 , 100.000000 , 0.079493 , 0.079493 , 1.532529 , -1.000000 , 3600.337885 , , 0.333333 , 5.000000 , 100.000000 , 100.000000 , 0.003619 , 0.003619 , 0.026141 , 0.000000 , 3567.949366 , , 0.333333 , 153.666667 , 89.743590 , 7.692308 , 0.010387 , 0.010387 , 0.212397 , 100.000000 , 3161.423533 , , 1.000000 , 0.000000 , 11.111111 , 11.111111 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 16.927319 , , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 18.474158 , , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 17.085036
r-stop-dp-R50_3_v2_d0.25_b1 , , 0.333333 , 7557.333333 , 100.000000 , 100.000000 , 0.015996 , 0.015996 , 0.243496 , 100.000000 , 2982.534195 , , 0.666667 , 2531.333333 , 100.000000 , 100.000000 , 0.012169 , 0.012169 , 0.102525 , 50.000000 , 1202.187034 , , 1.000000 , 233.666667 , 25.641026 , 7.692308 , 0.000000 , 0.000000 , 0.000000 , 100.000000 , 60.186933 , , 1.000000 , 0.000000 , 33.333333 , 33.333333 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.775376 , , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.745523 , , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.599231
r-stop-dp-R50_3_v2_d0.25_b5 , , 0.000000 , 703.333333 , 100.000000 , 100.000000 , 0.073239 , 0.073239 , 0.627964 , -1.000000 , 3600.067881 , , 1.000000 , 10.333333 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 66.666667 , 30.582457 , , 1.000000 , 223.000000 , 23.076923 , 7.692308 , 0.000000 , 0.000000 , 0.000000 , 100.000000 , 91.253990 , , 1.000000 , 0.000000 , 33.333333 , 33.333333 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 2.871143 , , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 2.718315 , , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 2.106709
r-stop-dp-R50_3_v4_d0.25_b1 , , 1.000000 , 4255.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 100.000000 , 1462.111552 , , 1.000000 , 103.666667 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 66.666667 , 28.641933 , , 1.000000 , 183.333333 , 23.076923 , 7.692308 , 0.000000 , 0.000000 , 0.000000 , 100.000000 , 75.125186 , , 1.000000 , 0.000000 , 33.333333 , 33.333333 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 1.222170 , , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 100.000000 , 0.706632 , , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 100.000000 , 0.575781
r-stop-dp-R50_3_v4_d0.25_b5 , , 1.000000 , 608.666667 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 100.000000 , 1929.534974 , , 1.000000 , 8.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 66.666667 , 33.476902 , , 1.000000 , 218.666667 , 23.076923 , 7.692308 , 0.000000 , 0.000000 , 0.000000 , 100.000000 , 66.685450 , , 1.000000 , 0.000000 , 33.333333 , 33.333333 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 3.253830 , , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 100.000000 , 2.544322 , , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 100.000000 , 1.986983
r-stop-dp-R50_4_v2_d0.25_b1 , , 0.333333 , 6757.333333 , 100.000000 , 100.000000 , 0.011532 , 0.011532 , 0.269127 , 100.000000 , 2690.117451 , , 0.666667 , 3017.000000 , 100.000000 , 100.000000 , 0.000239 , 0.000239 , 0.051262 , 50.000000 , 1202.083333 , , 1.000000 , 196.666667 , 23.076923 , 7.692308 , 0.000000 , 0.000000 , 0.000000 , 100.000000 , 66.456632 , , 1.000000 , 0.000000 , 33.333333 , 33.333333 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.770610 , , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.703885 , , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.594573
r-stop-dp-R50_4_v2_d0.25_b5 , , 0.000000 , 716.000000 , 100.000000 , 100.000000 , 0.038787 , 0.038787 , 0.512623 , -1.000000 , 3600.067823 , , 0.666667 , 103.666667 , 100.000000 , 100.000000 , 0.007173 , 0.007173 , 0.076894 , 50.000000 , 1248.699284 , , 1.000000 , 215.000000 , 23.076923 , 7.692308 , 0.000000 , 0.000000 , 0.000000 , 100.000000 , 164.891796 , , 1.000000 , 0.000000 , 33.333333 , 33.333333 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 3.217274 , , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 2.690310 , , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 2.144342
