, , config1 , , , , , , , , , , , , , config3 , , , , , , , , , , , , , config20 , , , , , , , , , , , , , config16 , , , , , , , , , , , , , config17 , , , , , , , , , , , , , config21 , , , , , , , , , , , , , config23 , , , , , , , , , , , , , config19 , , , , , , , , , , , , , config18 , , , , , , , , , , , , 
instance , , total success, avg success , iter , visited buckets (%), first feasible bucket (%) , actual int gap (%) , proj int gap (%), num frac (%), obj gap (%), time (s) , added bin vars (%), active bin vars (%), , total success, avg success , iter , visited buckets (%), first feasible bucket (%) , actual int gap (%) , proj int gap (%), num frac (%), obj gap (%), time (s) , added bin vars (%), active bin vars (%), , total success, avg success , iter , visited buckets (%), first feasible bucket (%) , actual int gap (%) , proj int gap (%), num frac (%), obj gap (%), time (s) , added bin vars (%), active bin vars (%), , total success, avg success , iter , visited buckets (%), first feasible bucket (%) , actual int gap (%) , proj int gap (%), num frac (%), obj gap (%), time (s) , added bin vars (%), active bin vars (%), , total success, avg success , iter , visited buckets (%), first feasible bucket (%) , actual int gap (%) , proj int gap (%), num frac (%), obj gap (%), time (s) , added bin vars (%), active bin vars (%), , total success, avg success , iter , visited buckets (%), first feasible bucket (%) , actual int gap (%) , proj int gap (%), num frac (%), obj gap (%), time (s) , added bin vars (%), active bin vars (%), , total success, avg success , iter , visited buckets (%), first feasible bucket (%) , actual int gap (%) , proj int gap (%), num frac (%), obj gap (%), time (s) , added bin vars (%), active bin vars (%), , total success, avg success , iter , visited buckets (%), first feasible bucket (%) , actual int gap (%) , proj int gap (%), num frac (%), obj gap (%), time (s) , added bin vars (%), active bin vars (%), , total success, avg success , iter , visited buckets (%), first feasible bucket (%) , actual int gap (%) , proj int gap (%), num frac (%), obj gap (%), time (s) , added bin vars (%), active bin vars (%)
graph20-20-1rand , , 1.000000 , 1.000000 , 9.400000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 42.222222 , 0.409856 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 100.000000 , 0.100496 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 10.600000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 40.000000 , 0.887598 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 5.800000 , 33.333333 , 33.333333 , 0.000000 , 0.000000 , 0.000000 , 17.777778 , 1.855944 , 87.814934 , 2.501145 , , 1.000000 , 1.000000 , 0.000000 , 50.000000 , 50.000000 , 0.000000 , 0.000000 , 0.000000 , 100.000000 , 0.086133 , 64.406780 , 1.694915 , , 1.000000 , 1.000000 , 3.800000 , 14.285714 , 14.285714 , 0.000000 , 0.000000 , 0.000000 , 100.000000 , 1.420094 , 59.184608 , 3.014201 , , 1.000000 , 1.000000 , 2.400000 , 14.285714 , 14.285714 , 0.000000 , 0.000000 , 0.000000 , 100.000000 , 1.398912 , 59.184608 , 1.923958 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 100.000000 , 0.019183 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 100.000000 , 0.022614 , 0.000000 , 0.000000
graphdraw-domain , , 1.000000 , 1.000000 , 4.600000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 36.575580 , 0.023144 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 86.400000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 54.440609 , 0.054942 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 1.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 47.053409 , 0.017810 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 305.200000 , 42.000000 , 10.000000 , 0.000000 , 0.000000 , 0.000000 , 48.944164 , 0.275330 , 71.777778 , 25.000000 , , 1.000000 , 1.000000 , 1.000000 , 16.666667 , 16.666667 , 0.000000 , 0.000000 , 0.000000 , 47.114814 , 0.020319 , 50.000000 , 25.000000 , , 1.000000 , 1.000000 , 1.000000 , 25.000000 , 25.000000 , 0.000000 , 0.000000 , 0.000000 , 40.877557 , 0.019996 , 50.000000 , 25.000000 , , 1.000000 , 1.000000 , 45.400000 , 25.000000 , 25.000000 , 0.000000 , 0.000000 , 0.000000 , 54.570715 , 0.038728 , 50.000000 , 25.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 48.295425 , 0.014446 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 48.295425 , 0.014135 , 0.000000 , 0.000000
h80x6320d , , 1.000000 , 1.000000 , 5.600000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 38.671020 , 0.420410 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 2.600000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 72.001114 , 0.260354 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 4.400000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 69.051418 , 0.229584 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 4.200000 , 33.333333 , 33.333333 , 0.000000 , 0.000000 , 0.000000 , 40.772089 , 0.368356 , 96.914557 , 1.123418 , , 1.000000 , 1.000000 , 2.400000 , 14.285714 , 14.285714 , 0.000000 , 0.000000 , 0.000000 , 67.907293 , 0.344896 , 98.433544 , 1.075949 , , 1.000000 , 1.000000 , 7.000000 , 16.666667 , 16.666667 , 0.000000 , 0.000000 , 0.000000 , 74.488365 , 0.401623 , 98.433544 , 1.250000 , , 1.000000 , 1.000000 , 2.400000 , 16.666667 , 16.666667 , 0.000000 , 0.000000 , 0.000000 , 70.734265 , 0.338045 , 98.433544 , 1.075949 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 68.118512 , 0.025390 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 68.118512 , 0.032644 , 0.000000 , 0.000000
highschool1-aigio , , 1.000000 , 0.200000 , 26.000000 , 100.000000 , 100.000000 , 0.013806 , 0.012230 , 0.053557 , 100.000000 , 3397.326497 , 0.000000 , 0.000000 , , 0.000000 , 0.000000 , 29.200000 , -1.000000 , 100.000000 , 0.002443 , 0.012086 , 0.008115 , -1.000000 , 3600.000000 , -1.000000 , -1.000000 , , 1.000000 , 0.600000 , 34.000000 , 100.000000 , 100.000000 , 0.001189 , 0.004185 , 0.002809 , 100.000000 , 1972.638448 , 0.000000 , 0.000000 , , 1.000000 , 0.800000 , 27.200000 , 26.923077 , 7.692308 , 0.022089 , 0.005953 , 0.045567 , 100.000000 , 1923.130298 , 12.895310 , 2.444273 , , 1.000000 , 0.200000 , 52.400000 , 61.538462 , 15.384615 , 0.125958 , 0.039499 , 0.297499 , 100.000000 , 3228.367842 , 13.535469 , 2.442709 , , 1.000000 , 0.600000 , 32.800000 , 100.000000 , 100.000000 , 0.001247 , 0.009768 , 0.003620 , 100.000000 , 2266.328216 , 13.722215 , 2.552713 , , 0.000000 , 0.000000 , 29.000000 , -1.000000 , 100.000000 , 0.002642 , 0.004877 , 0.008552 , -1.000000 , 3600.000000 , -1.000000 , -1.000000 , , 1.000000 , 0.400000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 100.000000 , 3231.307882 , 0.000000 , 0.000000 , , 1.000000 , 0.400000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 100.000000 , 3486.484594 , 0.000000 , 0.000000
hypothyroid-k1 , , 1.000000 , 1.000000 , 1.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 6.358308 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 25.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 85.387583 , 3.204043 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 5.576991 , 0.990016 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 208.400000 , 50.000000 , 16.666667 , 0.000000 , 0.000000 , 0.000000 , 79.824623 , 12.015081 , 99.730562 , 20.361817 , , 1.000000 , 1.000000 , 18.200000 , 40.000000 , 40.000000 , 0.000000 , 0.000000 , 0.000000 , 88.361978 , 2.850504 , 99.461124 , 11.000770 , , 1.000000 , 1.000000 , 31.600000 , 66.666667 , 66.666667 , 0.000000 , 0.000000 , 0.000000 , 99.943879 , 1.524884 , 10.892995 , 1.439569 , , 1.000000 , 1.000000 , 31.400000 , 66.666667 , 66.666667 , 0.000000 , 0.000000 , 0.000000 , 99.943879 , 1.725638 , 10.892995 , 1.339492 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 5.576991 , 0.599967 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 5.576991 , 0.542390 , 0.000000 , 0.000000
ic97_potential , , 0.000000 , 0.000000 , 2003.000000 , -1.000000 , 100.000000 , 0.033780 , 0.033780 , 0.726577 , -1.000000 , 4.463346 , -1.000000 , -1.000000 , , 0.000000 , 0.000000 , 12000.000000 , -1.000000 , 100.000000 , 0.055449 , 0.055449 , 1.108987 , -1.000000 , 14.947322 , -1.000000 , -1.000000 , , 1.000000 , 0.200000 , 11600.600000 , 100.000000 , 100.000000 , 0.036329 , 0.036329 , 0.688337 , 9.337628 , 28.459062 , 0.000000 , 0.000000 , , 0.000000 , 0.000000 , 12000.000000 , -1.000000 , 90.909091 , 0.044614 , 0.044614 , 0.841300 , -1.000000 , 14.803112 , -1.000000 , -1.000000 , , 1.000000 , 1.000000 , 264.800000 , 90.769231 , 69.230769 , 0.000000 , 0.000000 , 0.000000 , 6.742052 , 0.899553 , 98.844444 , 38.844444 , , 0.000000 , 0.000000 , 12000.000000 , -1.000000 , 92.307692 , 0.035054 , 0.035054 , 0.688337 , -1.000000 , 14.377476 , -1.000000 , -1.000000 , , 0.000000 , 0.000000 , 10014.000000 , -1.000000 , 92.307692 , 0.024219 , 0.024219 , 0.573614 , -1.000000 , 12.268884 , -1.000000 , -1.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 9.835317 , 0.020775 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 9.835317 , 0.017286 , 0.000000 , 0.000000
icir97_tension , , 1.000000 , 1.000000 , 139.400000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 8.720833 , 2.513393 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 246.600000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 10.764823 , 3.643844 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 171.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 10.577790 , 2.487418 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 98.200000 , 21.818182 , 18.181818 , 0.000000 , 0.000000 , 0.000000 , 9.960231 , 1.380110 , 58.396947 , 30.916031 , , 1.000000 , 1.000000 , 308.800000 , 68.000000 , 20.000000 , 0.000000 , 0.000000 , 0.000000 , 10.109117 , 3.951656 , 98.244275 , 30.992366 , , 1.000000 , 1.000000 , 153.400000 , 43.333333 , 33.333333 , 0.000000 , 0.000000 , 0.000000 , 9.483379 , 1.826087 , 89.389313 , 64.961832 , , 1.000000 , 1.000000 , 167.200000 , 40.000000 , 33.333333 , 0.000000 , 0.000000 , 0.000000 , 9.304425 , 2.494374 , 89.465649 , 35.572519 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 1.998463 , 2.174253 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 1.331063 , 0.977131 , 0.000000 , 0.000000
irish-electricity , , 1.000000 , 0.200000 , 6786.400000 , 100.000000 , 100.000000 , 0.013520 , 0.013520 , 0.184061 , 26.380764 , 3303.996229 , 0.000000 , 0.000000 , , 0.000000 , 0.000000 , 7580.800000 , -1.000000 , 100.000000 , 0.012676 , 0.012676 , 0.299353 , -1.000000 , 3600.000000 , -1.000000 , -1.000000 , , 1.000000 , 0.600000 , 3467.400000 , 100.000000 , 100.000000 , 0.005814 , 0.005814 , 0.145631 , 36.519537 , 1517.768843 , 0.000000 , 0.000000 , , 1.000000 , 0.200000 , 6416.400000 , 100.000000 , 71.428571 , 0.008749 , 0.008713 , 0.266990 , 25.237495 , 3007.633867 , 87.702265 , 23.149272 , , 1.000000 , 0.200000 , 5380.400000 , 100.000000 , 78.571429 , 0.013172 , 0.013172 , 0.285194 , 24.312878 , 2935.524683 , 87.702265 , 22.613269 , , 0.000000 , 0.000000 , 6445.800000 , -1.000000 , 92.857143 , 0.020710 , 0.020839 , 0.341828 , -1.000000 , 3600.000000 , -1.000000 , -1.000000 , , 0.000000 , 0.000000 , 6927.200000 , -1.000000 , 92.857143 , 0.014653 , 0.014653 , 0.295307 , -1.000000 , 3600.000000 , -1.000000 , -1.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 2.610878 , 24.492988 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 15.362523 , 34.463632 , 0.000000 , 0.000000
irp , , 1.000000 , 1.000000 , 13.200000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 3.402031 , 0.664810 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 3.200000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 1.701265 , 0.424002 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 32.976460 , 0.172324 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 11.800000 , 50.000000 , 50.000000 , 0.000000 , 0.000000 , 0.000000 , 2.544415 , 0.662133 , 95.328575 , 0.043318 , , 1.000000 , 1.000000 , 101.400000 , 18.181818 , 9.090909 , 0.000000 , 0.000000 , 0.000000 , 2.814905 , 1.279456 , 95.254738 , 0.039380 , , 1.000000 , 1.000000 , 5.800000 , 33.333333 , 33.333333 , 0.000000 , 0.000000 , 0.000000 , 5.743495 , 0.535381 , 95.146444 , 0.043318 , , 1.000000 , 1.000000 , 13.600000 , 33.333333 , 33.333333 , 0.000000 , 0.000000 , 0.000000 , 3.049870 , 0.643422 , 95.146444 , 0.039380 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 32.976460 , 0.048233 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 32.976460 , 0.043945 , 0.000000 , 0.000000
istanbul-no-cutoff , , 1.000000 , 1.000000 , 1.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 23.713222 , 3.246030 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 38.217465 , 0.854691 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 1.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 16.865569 , 0.882347 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 1.000000 , 11.111111 , 11.111111 , 0.000000 , 0.000000 , 0.000000 , 36.361975 , 1.748004 , 6.666667 , 4.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 38.217465 , 1.242377 , 80.000000 , 0.000000 , , 1.000000 , 1.000000 , 1.000000 , 25.000000 , 25.000000 , 0.000000 , 0.000000 , 0.000000 , 25.952391 , 2.468994 , 40.000000 , 13.333333 , , 1.000000 , 1.000000 , 0.000000 , 25.000000 , 25.000000 , 0.000000 , 0.000000 , 0.000000 , 38.217465 , 2.197241 , 40.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 38.217465 , 0.777365 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 38.217465 , 0.727633 , 0.000000 , 0.000000
k1mushroom , , 1.000000 , 1.000000 , 1.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 18.248175 , 41.792528 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 19.800000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 93.552311 , 9.108258 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 91.088808 , 4.270966 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 207.400000 , 33.333333 , 11.111111 , 0.000000 , 0.000000 , 0.000000 , 85.790754 , 84.329066 , 99.890364 , 5.827750 , , 1.000000 , 1.000000 , 154.000000 , 50.000000 , 25.000000 , 0.000000 , 0.000000 , 0.000000 , 82.810219 , 25.446026 , 99.890364 , 7.499086 , , 1.000000 , 1.000000 , 0.000000 , 33.333333 , 33.333333 , 0.000000 , 0.000000 , 0.000000 , 100.000000 , 4.112218 , 1.047631 , 1.047631 , , 1.000000 , 1.000000 , 0.000000 , 33.333333 , 33.333333 , 0.000000 , 0.000000 , 0.000000 , 100.000000 , 4.264982 , 1.047631 , 1.047631 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 100.000000 , 0.641016 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 100.000000 , 0.613444 , 0.000000 , 0.000000
lectsched-5-obj , , 0.000000 , 0.000000 , 12000.000000 , -1.000000 , 100.000000 , 0.005940 , 0.006857 , 0.105480 , -1.000000 , 243.053403 , -1.000000 , -1.000000 , , 0.000000 , 0.000000 , 12000.000000 , -1.000000 , 100.000000 , 0.006096 , 0.007013 , 0.094474 , -1.000000 , 249.493187 , -1.000000 , -1.000000 , , 0.000000 , 0.000000 , 12000.000000 , -1.000000 , 100.000000 , 0.003874 , 0.005678 , 0.100894 , -1.000000 , 385.786392 , -1.000000 , -1.000000 , , 0.000000 , 0.000000 , 12000.000000 , -1.000000 , 76.923077 , 0.006392 , 0.006911 , 0.121990 , -1.000000 , 253.751639 , -1.000000 , -1.000000 , , 0.000000 , 0.000000 , 12000.000000 , -1.000000 , 100.000000 , 0.006096 , 0.007013 , 0.094474 , -1.000000 , 251.283922 , -1.000000 , -1.000000 , , 0.000000 , 0.000000 , 12000.000000 , -1.000000 , 92.307692 , 0.007118 , 0.007118 , 0.138500 , -1.000000 , 255.593566 , -1.000000 , -1.000000 , , 0.000000 , 0.000000 , 12000.000000 , -1.000000 , 92.307692 , 0.005591 , 0.006508 , 0.100894 , -1.000000 , 246.870195 , -1.000000 , -1.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 63.076923 , 260.349160 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 35.135135 , 50.383965 , 0.000000 , 0.000000
leo1 , , 1.000000 , 1.000000 , 1.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 37.916683 , 0.329747 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 1.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 52.027614 , 0.311367 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 96.427870 , 0.197279 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 8.333333 , 8.333333 , 0.000000 , 0.000000 , 0.000000 , 18.203497 , 0.345418 , 0.891530 , 0.416048 , , 1.000000 , 1.000000 , 1.000000 , 11.111111 , 11.111111 , 0.000000 , 0.000000 , 0.000000 , 52.812146 , 0.317589 , 15.631501 , 0.392273 , , 1.000000 , 1.000000 , 0.000000 , 50.000000 , 50.000000 , 0.000000 , 0.000000 , 0.000000 , 96.615606 , 0.427437 , 100.252600 , 6.478455 , , 1.000000 , 1.000000 , 1.000000 , 50.000000 , 50.000000 , 0.000000 , 0.000000 , 0.000000 , 54.000959 , 0.420411 , 100.252600 , 0.368499 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 77.964638 , 0.144676 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 77.964638 , 0.197039 , 0.000000 , 0.000000
leo2 , , 1.000000 , 1.000000 , 1.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 38.966031 , 0.703896 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 1.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 62.040066 , 0.647080 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 98.594178 , 0.398859 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 1.000000 , 7.692308 , 7.692308 , 0.000000 , 0.000000 , 0.000000 , 23.260554 , 0.693095 , 0.468511 , 0.225246 , , 1.000000 , 1.000000 , 1.000000 , 16.666667 , 16.666667 , 0.000000 , 0.000000 , 0.000000 , 58.888794 , 0.611326 , 7.451122 , 0.160375 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 98.594178 , 0.852969 , 98.594468 , 3.955311 , , 1.000000 , 1.000000 , 1.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 62.040066 , 0.878633 , 98.594468 , 0.176592 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 80.820108 , 0.314477 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 80.820108 , 0.464440 , 0.000000 , 0.000000
lotsize , , 1.000000 , 1.000000 , 16.400000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 60.478205 , 0.223628 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 19.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 84.453936 , 0.235829 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 37.600000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 83.906263 , 0.107153 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 71.000000 , 20.000000 , 18.181818 , 0.000000 , 0.000000 , 0.000000 , 66.243726 , 0.268973 , 79.046025 , 8.569038 , , 1.000000 , 1.000000 , 14.200000 , 11.111111 , 11.111111 , 0.000000 , 0.000000 , 0.000000 , 85.621927 , 0.109603 , 98.744770 , 2.728033 , , 1.000000 , 1.000000 , 49.200000 , 10.000000 , 10.000000 , 0.000000 , 0.000000 , 0.000000 , 78.666640 , 0.231025 , 97.824268 , 12.753138 , , 1.000000 , 1.000000 , 17.000000 , 10.000000 , 10.000000 , 0.000000 , 0.000000 , 0.000000 , 85.162683 , 0.123759 , 97.824268 , 3.079498 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 36.188672 , 5.795225 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 36.857298 , 3.320082 , 0.000000 , 0.000000
mad , , 1.000000 , 1.000000 , 1.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 99.022775 , 0.025230 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 99.755813 , 0.012076 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 99.751151 , 0.009741 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 1.000000 , 14.285714 , 14.285714 , 0.000000 , 0.000000 , 0.000000 , 98.608165 , 0.022817 , 92.000000 , 10.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 99.755813 , 0.014408 , 100.000000 , 10.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 99.751151 , 0.014034 , 100.000000 , 10.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 99.755813 , 0.014940 , 100.000000 , 10.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 99.810177 , 0.007839 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 99.810177 , 0.011219 , 0.000000 , 0.000000
