, , config1 , , , , , , , , , , , , , config3 , , , , , , , , , , , , , config20 , , , , , , , , , , , , , config16 , , , , , , , , , , , , , config17 , , , , , , , , , , , , , config21 , , , , , , , , , , , , , config23 , , , , , , , , , , , , , config19 , , , , , , , , , , , , , config18 , , , , , , , , , , , , 
instance , , total success, avg success , iter , visited buckets (%), first feasible bucket (%) , actual int gap (%) , proj int gap (%), num frac (%), obj gap (%), time (s) , added bin vars (%), active bin vars (%), , total success, avg success , iter , visited buckets (%), first feasible bucket (%) , actual int gap (%) , proj int gap (%), num frac (%), obj gap (%), time (s) , added bin vars (%), active bin vars (%), , total success, avg success , iter , visited buckets (%), first feasible bucket (%) , actual int gap (%) , proj int gap (%), num frac (%), obj gap (%), time (s) , added bin vars (%), active bin vars (%), , total success, avg success , iter , visited buckets (%), first feasible bucket (%) , actual int gap (%) , proj int gap (%), num frac (%), obj gap (%), time (s) , added bin vars (%), active bin vars (%), , total success, avg success , iter , visited buckets (%), first feasible bucket (%) , actual int gap (%) , proj int gap (%), num frac (%), obj gap (%), time (s) , added bin vars (%), active bin vars (%), , total success, avg success , iter , visited buckets (%), first feasible bucket (%) , actual int gap (%) , proj int gap (%), num frac (%), obj gap (%), time (s) , added bin vars (%), active bin vars (%), , total success, avg success , iter , visited buckets (%), first feasible bucket (%) , actual int gap (%) , proj int gap (%), num frac (%), obj gap (%), time (s) , added bin vars (%), active bin vars (%), , total success, avg success , iter , visited buckets (%), first feasible bucket (%) , actual int gap (%) , proj int gap (%), num frac (%), obj gap (%), time (s) , added bin vars (%), active bin vars (%), , total success, avg success , iter , visited buckets (%), first feasible bucket (%) , actual int gap (%) , proj int gap (%), num frac (%), obj gap (%), time (s) , added bin vars (%), active bin vars (%)
neos-5052403-cygnet , , 1.000000 , 1.000000 , 1.200000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 16.200139 , 94.526949 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 1.200000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 16.200139 , 94.137213 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 6.200000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 74.547689 , 165.345448 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 1.800000 , 7.692308 , 7.692308 , 0.000000 , 0.000000 , 0.000000 , 15.488306 , 235.403787 , 39.965924 , 0.660825 , , 1.000000 , 1.000000 , 1.800000 , 7.692308 , 7.692308 , 0.000000 , 0.000000 , 0.000000 , 15.488306 , 236.671072 , 39.965924 , 0.660825 , , 1.000000 , 1.000000 , 3.200000 , 7.142857 , 7.142857 , 0.000000 , 0.000000 , 0.000000 , 54.979718 , 489.687254 , 46.321650 , 1.231593 , , 1.000000 , 1.000000 , 2.800000 , 7.142857 , 7.142857 , 0.000000 , 0.000000 , 0.000000 , 19.243519 , 489.680394 , 46.321650 , 0.687599 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 9.452736 , 226.650924 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 9.452736 , 227.057853 , 0.000000 , 0.000000
neos-5093327-huahum , , 1.000000 , 1.000000 , 8.600000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 28.456298 , 3.224924 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 15.200000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 27.163625 , 3.006307 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 10.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 29.165631 , 2.773183 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 5.400000 , 50.000000 , 50.000000 , 0.000000 , 0.000000 , 0.000000 , 24.198590 , 6.530203 , 96.875000 , 51.250000 , , 1.000000 , 1.000000 , 26.800000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 24.367232 , 4.014438 , 100.000000 , 51.875000 , , 1.000000 , 1.000000 , 12.200000 , 33.333333 , 33.333333 , 0.000000 , 0.000000 , 0.000000 , 31.305314 , 4.501007 , 93.750000 , 49.687500 , , 1.000000 , 1.000000 , 11.000000 , 33.333333 , 33.333333 , 0.000000 , 0.000000 , 0.000000 , 28.967896 , 4.077489 , 93.750000 , 49.687500 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 27.630058 , 17.546537 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 13.655172 , 12.726918 , 0.000000 , 0.000000
neos-5104907-jarama , , 0.000000 , 0.000000 , 5715.000000 , -1.000000 , 100.000000 , 0.020448 , 0.010224 , 1.008403 , -1.000000 , 3600.000000 , -1.000000 , -1.000000 , , 0.000000 , 0.000000 , 5577.000000 , -1.000000 , 100.000000 , 0.019603 , 0.009801 , 0.831933 , -1.000000 , 3600.000000 , -1.000000 , -1.000000 , , 0.000000 , 0.000000 , 3054.200000 , -1.000000 , 100.000000 , 0.089004 , 0.044594 , 2.279412 , -1.000000 , 3600.000000 , -1.000000 , -1.000000 , , 0.000000 , 0.000000 , 0.000000 , -1.000000 , 100.000000 , 100.000000 , 100.000000 , 100.000000 , -1.000000 , 3600.000000 , -1.000000 , -1.000000 , , 0.000000 , 0.000000 , 6190.400000 , -1.000000 , 23.076923 , 0.037790 , 0.018895 , 1.067227 , -1.000000 , 3600.000000 , -1.000000 , -1.000000 , , 0.000000 , 0.000000 , 3787.400000 , -1.000000 , 61.538462 , 0.027667 , 0.013886 , 0.936975 , -1.000000 , 3600.000000 , -1.000000 , -1.000000 , , 0.000000 , 0.000000 , 3914.000000 , -1.000000 , 61.538462 , 0.041322 , 0.020661 , 1.357143 , -1.000000 , 3600.000000 , -1.000000 , -1.000000 , , 0.000000 , 0.000000 , 0.000000 , -1.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , -1.000000 , 3600.000000 , -1.000000 , -1.000000 , , 0.000000 , 0.000000 , 0.000000 , -1.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , -1.000000 , 3600.000000 , -1.000000 , -1.000000
neos-5107597-kakapo , , 1.000000 , 1.000000 , 1675.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 95.644219 , 18.171546 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 1208.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 94.501899 , 19.196605 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 736.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 94.734298 , 10.715962 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 321.400000 , 35.555556 , 11.111111 , 0.000000 , 0.000000 , 0.000000 , 92.249501 , 4.054442 , 93.373656 , 48.487903 , , 1.000000 , 1.000000 , 2346.400000 , 100.000000 , 33.333333 , 0.000000 , 0.000000 , 0.000000 , 97.486536 , 33.236201 , 96.975806 , 48.487903 , , 1.000000 , 1.000000 , 819.600000 , 84.615385 , 46.153846 , 0.000000 , 0.000000 , 0.000000 , 94.029322 , 10.556304 , 94.536290 , 48.487903 , , 1.000000 , 1.000000 , 1158.400000 , 78.461538 , 46.153846 , 0.000000 , 0.000000 , 0.000000 , 95.183866 , 12.232533 , 95.147849 , 48.487903 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 79.790419 , 4.448155 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 62.149533 , 1.882462 , 0.000000 , 0.000000
neos-5114902-kasavu , , 1.000000 , 0.400000 , 156.400000 , 100.000000 , 100.000000 , 0.004579 , 0.002289 , 0.013736 , 26.986745 , 2258.327630 , 0.000000 , 0.000000 , , 1.000000 , 0.200000 , 8.600000 , 100.000000 , 100.000000 , 0.092033 , 0.060440 , 0.274725 , 36.159844 , 3397.987396 , 0.000000 , 0.000000 , , 0.000000 , 0.000000 , 0.000000 , -1.000000 , 100.000000 , 100.000000 , 100.000000 , 100.000000 , -1.000000 , 3600.000000 , -1.000000 , -1.000000 , , 1.000000 , 0.800000 , 233.800000 , 75.000000 , 33.333333 , 0.000916 , 0.000458 , 0.002747 , 29.950830 , 3153.541309 , 75.346841 , 18.332761 , , 1.000000 , 0.600000 , 548.600000 , 51.282051 , 15.384615 , 0.001832 , 0.000916 , 0.005495 , 39.578570 , 2947.914163 , 74.542125 , 11.005037 , , 0.000000 , 0.000000 , 0.000000 , -1.000000 , 100.000000 , 100.000000 , 100.000000 , 100.000000 , -1.000000 , 3600.000000 , -1.000000 , -1.000000 , , 0.000000 , 0.000000 , 0.000000 , -1.000000 , 100.000000 , 100.000000 , 100.000000 , 100.000000 , -1.000000 , 3600.000000 , -1.000000 , -1.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 2.384501 , 382.518680 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 8.391608 , 224.375473 , 0.000000 , 0.000000
neos-5188808-nattai , , 1.000000 , 1.000000 , 7.200000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 98.309409 , 2.290161 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 5.600000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 97.722832 , 2.054739 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 2.400000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 60.999733 , 2.093576 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 7.200000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 98.309409 , 5.593135 , 56.250000 , 13.888889 , , 1.000000 , 1.000000 , 5.600000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 97.722832 , 3.831810 , 56.250000 , 13.888889 , , 1.000000 , 1.000000 , 2.400000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 60.999733 , 4.598377 , 56.250000 , 13.888889 , , 1.000000 , 1.000000 , 5.600000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 97.722832 , 4.946735 , 56.250000 , 13.888889 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 98.354473 , 3.175784 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 98.354473 , 2.785074 , 0.000000 , 0.000000
neos-5195221-niemur , , 1.000000 , 1.000000 , 5.800000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 95.826377 , 6.607155 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 9.200000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 91.343792 , 5.589618 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 13.400000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 92.655283 , 19.352225 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 852.200000 , 100.000000 , 9.090909 , 0.000000 , 0.000000 , 0.000000 , 96.512294 , 109.454876 , 58.639706 , 6.736111 , , 1.000000 , 1.000000 , 204.400000 , 75.000000 , 25.000000 , 0.000000 , 0.000000 , 0.000000 , 93.258359 , 80.278919 , 58.619281 , 4.967320 , , 1.000000 , 1.000000 , 13.400000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 92.655283 , 27.775836 , 58.639706 , 8.488562 , , 1.000000 , 1.000000 , 9.200000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 91.343792 , 13.778698 , 58.639706 , 5.069444 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 89.008332 , 163.850453 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 89.736600 , 83.285114 , 0.000000 , 0.000000
neos-631710 , , 1.000000 , 1.000000 , 1.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 63.489209 , 9.629482 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 1.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 63.489209 , 9.029868 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 1.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 63.489209 , 3.163762 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 1.200000 , 7.692308 , 7.692308 , 0.000000 , 0.000000 , 0.000000 , 21.772301 , 30.384685 , 98.991955 , 0.334977 , , 1.000000 , 1.000000 , 1.000000 , 7.692308 , 7.692308 , 0.000000 , 0.000000 , 0.000000 , 59.400000 , 44.074411 , 99.137415 , 0.478881 , , 1.000000 , 1.000000 , 1.000000 , 28.571429 , 28.571429 , 0.000000 , 0.000000 , 0.000000 , 63.489209 , 5.235842 , 99.840772 , 0.512403 , , 1.000000 , 1.000000 , 2.000000 , 28.571429 , 28.571429 , 0.000000 , 0.000000 , 0.000000 , 63.489209 , 13.530021 , 99.840772 , 0.512403 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 63.489209 , 3.082408 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 63.489209 , 3.046121 , 0.000000 , 0.000000
neos-662469 , , 1.000000 , 1.000000 , 1.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 91.601897 , 1.841322 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 98.521995 , 0.508402 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 1.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 93.172890 , 1.077624 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 1.000000 , 21.428571 , 21.428571 , 0.000000 , 0.000000 , 0.000000 , 92.264790 , 2.566717 , 98.240911 , 0.978388 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 98.521995 , 0.772431 , 100.000000 , 0.429999 , , 1.000000 , 1.000000 , 1.000000 , 22.222222 , 22.222222 , 0.000000 , 0.000000 , 0.000000 , 91.680976 , 1.770408 , 98.207405 , 1.202882 , , 1.000000 , 1.000000 , 0.000000 , 22.222222 , 22.222222 , 0.000000 , 0.000000 , 0.000000 , 97.930340 , 0.945386 , 98.207405 , 0.429999 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 98.540951 , 0.380584 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 98.540951 , 0.347554 , 0.000000 , 0.000000
neos-787933 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.742820 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 95.468278 , 0.738818 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 96.539792 , 0.723345 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 50.000000 , 50.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.681157 , 0.026229 , 0.002961 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 95.468278 , 0.741232 , 0.086726 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 96.539792 , 0.754794 , 0.086726 , 0.086726 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 95.468278 , 0.750227 , 0.086726 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 98.299320 , 0.264179 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 98.299320 , 0.256095 , 0.000000 , 0.000000
neos-827175 , , 1.000000 , 1.000000 , 1.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 2.096138 , 0.907115 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 1.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 1.406611 , 1.093841 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 1.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 8.205675 , 0.875858 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 1.000000 , 16.666667 , 16.666667 , 0.000000 , 0.000000 , 0.000000 , 0.000036 , 1.973305 , 98.341920 , 2.866511 , , 1.000000 , 1.000000 , 1.000000 , 33.333333 , 33.333333 , 0.000000 , 0.000000 , 0.000000 , 1.406616 , 1.423858 , 65.564403 , 2.866511 , , 1.000000 , 1.000000 , 0.000000 , 50.000000 , 50.000000 , 0.000000 , 0.000000 , 0.000000 , 8.205836 , 1.224355 , 97.929742 , 8.632319 , , 1.000000 , 1.000000 , 1.000000 , 50.000000 , 50.000000 , 0.000000 , 0.000000 , 0.000000 , 2.608695 , 1.412337 , 97.929742 , 2.880562 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 8.197086 , 0.859978 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 8.197086 , 0.862593 , 0.000000 , 0.000000
neos-848589 , , 1.000000 , 1.000000 , 1.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 99.978820 , 3.740890 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 99.951243 , 4.931454 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 99.951243 , 4.711932 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 1.000000 , 50.000000 , 50.000000 , 0.000000 , 0.000000 , 0.000000 , 99.978819 , 6.337246 , 99.866131 , 6.693440 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 99.951243 , 7.752809 , 100.000000 , 6.693440 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 99.951243 , 7.750750 , 100.000000 , 6.693440 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 99.951243 , 7.707743 , 100.000000 , 6.693440 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 99.978820 , 2.802133 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 99.978820 , 2.770955 , 0.000000 , 0.000000
neos-860300 , , 1.000000 , 1.000000 , 2.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 22.258402 , 0.902129 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 2.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 64.646473 , 0.691616 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 2.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 51.971095 , 0.739598 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 11.111111 , 11.111111 , 0.000000 , 0.000000 , 0.000000 , 26.295188 , 0.678830 , 4.913295 , 0.650289 , , 1.000000 , 1.000000 , 2.200000 , 20.000000 , 20.000000 , 0.000000 , 0.000000 , 0.000000 , 70.083175 , 0.970771 , 86.632948 , 0.650289 , , 1.000000 , 1.000000 , 3.200000 , 10.000000 , 10.000000 , 0.000000 , 0.000000 , 0.000000 , 60.777330 , 1.032304 , 86.127168 , 0.650289 , , 1.000000 , 1.000000 , 1.400000 , 10.000000 , 10.000000 , 0.000000 , 0.000000 , 0.000000 , 63.144106 , 1.056133 , 86.127168 , 0.650289 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 69.227072 , 0.606907 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 69.227072 , 0.612983 , 0.000000 , 0.000000
neos-873061 , , 1.000000 , 1.000000 , 3.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 44.413089 , 5.833823 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 3.200000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 52.305216 , 7.636444 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 99.954742 , 2.544530 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 3.400000 , 25.000000 , 25.000000 , 0.000000 , 0.000000 , 0.000000 , 51.096011 , 10.129986 , 98.005568 , 0.134864 , , 1.000000 , 1.000000 , 3.400000 , 27.272727 , 27.272727 , 0.000000 , 0.000000 , 0.000000 , 54.350742 , 13.787980 , 98.060335 , 0.119118 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 99.954742 , 3.654121 , 98.113961 , 98.113961 , , 1.000000 , 1.000000 , 3.200000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 55.307865 , 8.404477 , 98.113961 , 0.106796 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 99.954742 , 2.396501 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 99.954742 , 2.459287 , 0.000000 , 0.000000
neos-911970 , , 1.000000 , 1.000000 , 1.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 82.101709 , 0.017903 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 85.704589 , 0.014243 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 85.704589 , 0.014994 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 1.000000 , 9.090909 , 9.090909 , 0.000000 , 0.000000 , 0.000000 , 77.412771 , 0.029977 , 92.261905 , 4.166667 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 85.704589 , 0.019853 , 100.000000 , 4.166667 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 85.704589 , 0.021108 , 100.000000 , 4.166667 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 85.704589 , 0.018853 , 100.000000 , 4.166667 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 81.562290 , 0.004538 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 81.562290 , 0.004034 , 0.000000 , 0.000000
neos-933966 , , 1.000000 , 1.000000 , 1.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 99.712469 , 1.202296 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 99.934298 , 0.255772 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 1.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 99.825585 , 0.411063 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 1.000000 , 7.692308 , 7.692308 , 0.000000 , 0.000000 , 0.000000 , 99.645858 , 5.594512 , 21.556715 , 1.871918 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 99.934298 , 0.348769 , 26.559931 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 10.000000 , 10.000000 , 0.000000 , 0.000000 , 0.000000 , 99.932926 , 0.500019 , 1.100708 , 0.318062 , , 1.000000 , 1.000000 , 0.000000 , 10.000000 , 10.000000 , 0.000000 , 0.000000 , 0.000000 , 99.934298 , 0.500602 , 1.100708 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 99.934298 , 0.082259 , 0.000000 , 0.000000 , , 1.000000 , 1.000000 , 0.000000 , 100.000000 , 100.000000 , 0.000000 , 0.000000 , 0.000000 , 99.934298 , 0.078441 , 0.000000 , 0.000000
