instance,config,seed,status,time_kernel,total_time,iterations,buckets,last_bucket,first_bucket,value,reopt_value,real_gap,proj_gap,num_frac
circ18anonbal,config20,3,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,71,0,-1,-1,0.000000,0.000000,21.438612,24.562582,462
circ18anonbal,config16,1,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,35.788063,3600,226,12,12,1,0.000000,0.000000,8.274947,8.274947,438
circ18anonbal,config16,2,FOUND INTEGER FEASIBLE,35.787720,655.344054,38,12,3,1,1106.000000,1106.000000,0.000000,0.000000,0
circ18anonbal,config16,3,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,35.867837,3600,222,12,12,1,0.000000,0.000000,8.274947,8.274947,438
circ18anonbal,config17,1,FOUND INTEGER FEASIBLE,115.409132,788.347789,46,12,2,0,1092.000000,1092.000000,0.000000,0.000000,0
circ18anonbal,config17,2,FOUND INTEGER FEASIBLE,114.460157,840.979666,52,12,2,0,1066.000000,1066.000000,0.000000,0.000000,0
circ18anonbal,config17,3,FOUND INTEGER FEASIBLE,114.802796,996.956065,61,12,3,0,1088.000000,1088.000000,0.000000,0.000000,0
circ18anonbal,config21,1,FOUND INTEGER FEASIBLE,168.682261,1345.158436,120,11,4,0,1148.000000,1148.000000,0.000000,0.000000,0
circ18anonbal,config21,2,FOUND INTEGER FEASIBLE,168.442755,962.384640,101,11,2,0,1158.000000,1158.000000,0.000000,0.000000,0
circ18anonbal,config21,3,FOUND INTEGER FEASIBLE,170.453152,1090.898740,104,11,3,0,1166.000000,1166.000000,0.000000,0.000000,0
circ18anonbal,config23,1,FOUND INTEGER FEASIBLE,169.738536,1096.817341,102,11,3,0,1152.000000,1152.000000,0.000000,0.000000,0
circ18anonbal,config23,2,FOUND INTEGER FEASIBLE,170.770300,1136.590302,109,11,3,0,1180.000000,1180.000000,0.000000,0.000000,0
circ18anonbal,config23,3,FOUND INTEGER FEASIBLE,168.894335,1382.371931,123,11,4,0,1192.000000,1192.000000,0.000000,0.000000,0
circ18anonbal,config19,1,FOUND INTEGER FEASIBLE,0.000000,1409.833255,0,0,-1,-1,866.000000,866.000000,0.000000,0.000000,0
circ18anonbal,config19,2,FOUND INTEGER FEASIBLE,0.000000,1418.362634,0,0,-1,-1,866.000000,866.000000,0.000000,0.000000,0
circ18anonbal,config19,3,FOUND INTEGER FEASIBLE,0.000000,1411.628909,0,0,-1,-1,866.000000,866.000000,0.000000,0.000000,0
circ18anonbal,config18,1,FOUND INTEGER FEASIBLE,0.000000,1731.414638,0,0,-1,-1,904.000000,904.000000,0.000000,0.000000,0
circ18anonbal,config18,2,FOUND INTEGER FEASIBLE,0.000000,1730.321712,0,0,-1,-1,904.000000,904.000000,0.000000,0.000000,0
circ18anonbal,config18,3,FOUND INTEGER FEASIBLE,0.000000,1728.324611,0,0,-1,-1,904.000000,904.000000,0.000000,0.000000,0
circ18bbal,config1,1,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,196,0,-1,-1,0.000000,0.000000,27.487216,28.838389,478
circ18bbal,config1,2,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,198,0,-1,-1,0.000000,0.000000,22.592834,25.459400,472
circ18bbal,config1,3,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,197,0,-1,-1,0.000000,0.000000,27.487216,28.838389,478
circ18bbal,config3,1,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,194,0,-1,-1,0.000000,0.000000,26.605646,29.932703,493
circ18bbal,config3,2,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,191,0,-1,-1,0.000000,0.000000,26.605646,29.932703,493
circ18bbal,config3,3,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,184,0,-1,-1,0.000000,0.000000,26.605646,29.932703,493
circ18bbal,config20,1,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,89,0,-1,-1,0.000000,0.000000,17.120215,17.454819,448
circ18bbal,config20,2,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,88,0,-1,-1,0.000000,0.000000,16.773177,17.474913,445
circ18bbal,config20,3,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,92,0,-1,-1,0.000000,0.000000,16.271857,17.082940,458
circ18bbal,config16,1,FOUND INTEGER FEASIBLE,21.918026,1002.560407,75,12,4,1,1092.000000,1092.000000,0.000000,0.000000,0
circ18bbal,config16,2,FOUND INTEGER FEASIBLE,22.061184,1268.369391,101,12,5,1,1126.000000,1126.000000,0.000000,0.000000,0
circ18bbal,config16,3,FOUND INTEGER FEASIBLE,22.149791,1207.270769,92,12,5,1,1096.000000,1096.000000,0.000000,0.000000,0
circ18bbal,config17,1,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,110.774494,3600,258,12,12,0,0.000000,0.000000,7.480610,7.480610,408
circ18bbal,config17,2,FOUND INTEGER FEASIBLE,111.605044,969.099710,72,12,3,0,1136.000000,1136.000000,0.000000,0.000000,0
circ18bbal,config17,3,FOUND INTEGER FEASIBLE,109.824805,1043.700279,82,12,3,0,1184.000000,1184.000000,0.000000,0.000000,0
circ18bbal,config21,1,FOUND INTEGER FEASIBLE,114.334361,501.514811,29,11,1,0,1170.000000,1170.000000,0.000000,0.000000,0
circ18bbal,config21,2,FOUND INTEGER FEASIBLE,114.367228,502.204232,28,11,1,0,1170.000000,1170.000000,0.000000,0.000000,0
circ18bbal,config21,3,FOUND INTEGER FEASIBLE,114.578790,502.709511,30,11,1,0,1170.000000,1170.000000,0.000000,0.000000,0
circ18bbal,config23,1,FOUND INTEGER FEASIBLE,114.823746,1644.681553,106,11,5,0,1076.000000,1076.000000,0.000000,0.000000,0
circ18bbal,config23,2,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,116.524344,3600,261,11,11,0,0.000000,0.000000,12.298230,12.298230,439
circ18bbal,config23,3,FOUND INTEGER FEASIBLE,115.002027,1991.842089,145,11,6,0,1072.000000,1072.000000,0.000000,0.000000,0
circ18bbal,config19,1,FOUND INTEGER FEASIBLE,0.000000,1086.480944,0,0,-1,-1,832.000000,832.000000,0.000000,0.000000,0
circ18bbal,config19,2,FOUND INTEGER FEASIBLE,0.000000,1098.324003,0,0,-1,-1,832.000000,832.000000,0.000000,0.000000,0
